"Title";"Directors";"País";"Año";"Género";"Actores";"UserRating";"FArating";"NúmeroVotos"
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"Viggo Mortensen";"7";"7.6";"38,217 "
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"Mahershala Ali";"7";"7.6";"38,217 "
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"Iqbal Theba";"7";"7.6";"38,217 "
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"Linda Cardellini";"7";"7.6";"38,217 "
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"Ricky Muse";"7";"7.6";"38,217 "
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"David Kallaway";"7";"7.6";"38,217 "
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"Montrel Miller";"7";"7.6";"38,217 "
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"Harrison Stone";"7";"7.6";"38,217 "
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"Mike Young";"7";"7.6";"38,217 "
"Green Book ";"Peter Farrelly";"United States";"2018";"Drama";"Jon Michael Davis";"7";"7.6";"38,217 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"Javier Gutiérrez";"5";"5.9";"12,735 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"Mario Casas";"5";"5.9";"12,735 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"Bruna Cusí";"5";"5.9";"12,735 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"Ruth Díaz";"5";"5.9";"12,735 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"David Ramírez";"5";"5.9";"12,735 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"David Selvas";"5";"5.9";"12,735 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"David Verdaguer";"5";"5.9";"12,735 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"Vicky Luengo";"5";"5.9";"12,735 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"Ernesto Collado";"5";"5.9";"12,735 "
"The Occupant ";"Àlex Pastor";"Spain";"2020";"Thriller";"Mireia Rey";"5";"5.9";"12,735 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Kevin Spacey";"9";"8.0";"82,467 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Gabriel Byrne";"9";"8.0";"82,467 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Chazz Palminteri";"9";"8.0";"82,467 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Benicio del Toro";"9";"8.0";"82,467 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Stephen Baldwin";"9";"8.0";"82,467 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Pete Postlethwaite";"9";"8.0";"82,467 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Giancarlo Esposito";"9";"8.0";"82,467 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Dan Hedaya";"9";"8.0";"82,467 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Suzy Amis";"9";"8.0";"82,467 "
"The Usual Suspects ";"Bryan Singer";"United States";"1995";"Thriller";"Frank Medrano";"9";"8.0";"82,467 "
"The Platform ";"Galder Gaztelu-Urrutia";"Spain";"2019";"Sci-Fi";"Ivan Massagué";"6";"6.4";"31,578 "
"The Platform ";"Galder Gaztelu-Urrutia";"Spain";"2019";"Sci-Fi";"Zorion Eguileor";"6";"6.4";"31,578 "
"The Platform ";"Galder Gaztelu-Urrutia";"Spain";"2019";"Sci-Fi";"Antonia San Juan";"6";"6.4";"31,578 "
"The Platform ";"Galder Gaztelu-Urrutia";"Spain";"2019";"Sci-Fi";"Emilio Buale";"6";"6.4";"31,578 "
"The Platform ";"Galder Gaztelu-Urrutia";"Spain";"2019";"Sci-Fi";"Alexandra Masangkay";"6";"6.4";"31,578 "
"The Platform ";"Galder Gaztelu-Urrutia";"Spain";"2019";"Sci-Fi";"Eric Goode";"6";"6.4";"31,578 "
"The Platform ";"Galder Gaztelu-Urrutia";"Spain";"2019";"Sci-Fi";"Algis Arlauskas";"6";"6.4";"31,578 "
"The Platform ";"Galder Gaztelu-Urrutia";"Spain";"2019";"Sci-Fi";"Miriam Martín";"6";"6.4";"31,578 "
"The Platform ";"Galder Gaztelu-Urrutia";"Spain";"2019";"Sci-Fi";"Óscar Oliver";"6";"6.4";"31,578 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Joseph Gordon-Levitt";"6";"6.4";"9,458 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Shailene Woodley";"6";"6.4";"9,458 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Melissa Leo";"6";"6.4";"9,458 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Zachary Quinto";"6";"6.4";"9,458 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Tom Wilkinson";"6";"6.4";"9,458 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Rhys Ifans";"6";"6.4";"9,458 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Nicolas Cage";"6";"6.4";"9,458 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Logan Marshall-Green";"6";"6.4";"9,458 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Timothy Olyphant";"6";"6.4";"9,458 "
"Snowden ";"Oliver Stone";"United States";"2016";"Thriller";"Scott Eastwood";"6";"6.4";"9,458 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Joaquin Phoenix";"8";"8.0";"57,907 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Robert De Niro";"8";"8.0";"57,907 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Zazie Beetz";"8";"8.0";"57,907 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Frances Conroy";"8";"8.0";"57,907 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Brett Cullen";"8";"8.0";"57,907 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Bill Camp";"8";"8.0";"57,907 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Shea Whigham";"8";"8.0";"57,907 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Dante Pereira-Olson";"8";"8.0";"57,907 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Douglas Hodge";"8";"8.0";"57,907 "
"Joker ";"Todd Phillips";"United States";"2019";"Thriller";"Jolie Chan";"8";"8.0";"57,907 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"Jamie Foxx";"8";"7.9";"111,665 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"Christoph Waltz";"8";"7.9";"111,665 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"Leonardo DiCaprio";"8";"7.9";"111,665 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"Kerry Washington";"8";"7.9";"111,665 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"Samuel L. Jackson";"8";"7.9";"111,665 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"Don Johnson";"8";"7.9";"111,665 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"Walton Goggins";"8";"7.9";"111,665 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"Laura Cayouette";"8";"7.9";"111,665 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"Dennis Christopher";"8";"7.9";"111,665 "
"Django Unchained ";"Quentin Tarantino";"United States";"2012";"Western";"M.C. Gainey";"8";"7.9";"111,665 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"Denzel Washington";"7";"7.6";"73,997 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"Russell Crowe";"7";"7.6";"73,997 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"Carla Gugino";"7";"7.6";"73,997 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"Cuba Gooding Jr.";"7";"7.6";"73,997 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"Josh Brolin";"7";"7.6";"73,997 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"Ruby Dee";"7";"7.6";"73,997 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"Chiwetel Ejiofor";"7";"7.6";"73,997 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"Lymari Nadal";"7";"7.6";"73,997 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"RZA";"7";"7.6";"73,997 "
"American Gangster ";"Ridley Scott";"United States";"2007";"Thriller";"Ted Levine";"7";"7.6";"73,997 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Tom Hanks";"8";"7.6";"80,861 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Paul Newman";"8";"7.6";"80,861 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Jude Law";"8";"7.6";"80,861 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Tyler Hoechlin";"8";"7.6";"80,861 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Daniel Craig";"8";"7.6";"80,861 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Jennifer Jason Leigh";"8";"7.6";"80,861 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Stanley Tucci";"8";"7.6";"80,861 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Dylan Baker";"8";"7.6";"80,861 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Liam Aiken";"8";"7.6";"80,861 "
"Road to Perdition ";"Sam Mendes";"United States";"2002";"Film";"Ciarán Hinds";"8";"7.6";"80,861 "
"Planet of the Apes ";"Franklin J. Schaffner";"United States";"1968";"Sci-Fi";"Charlton Heston";"7";"7.5";"55,191 "
"Planet of the Apes ";"Franklin J. Schaffner";"United States";"1968";"Sci-Fi";"Roddy McDowall";"7";"7.5";"55,191 "
"Planet of the Apes ";"Franklin J. Schaffner";"United States";"1968";"Sci-Fi";"Kim Hunter";"7";"7.5";"55,191 "
"Planet of the Apes ";"Franklin J. Schaffner";"United States";"1968";"Sci-Fi";"Maurice Evans";"7";"7.5";"55,191 "
"Planet of the Apes ";"Franklin J. Schaffner";"United States";"1968";"Sci-Fi";"James Whitmore";"7";"7.5";"55,191 "
"Planet of the Apes ";"Franklin J. Schaffner";"United States";"1968";"Sci-Fi";"James Daly";"7";"7.5";"55,191 "
"Planet of the Apes ";"Franklin J. Schaffner";"United States";"1968";"Sci-Fi";"Linda Harrison";"7";"7.5";"55,191 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Ethan Hawke";"6";"7.3";"84,372 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Uma Thurman";"6";"7.3";"84,372 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Jude Law";"6";"7.3";"84,372 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Loren Dean";"6";"7.3";"84,372 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Alan Arkin";"6";"7.3";"84,372 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Gore Vidal";"6";"7.3";"84,372 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Xander Berkeley";"6";"7.3";"84,372 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Elias Koteas";"6";"7.3";"84,372 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Ernest Borgnine";"6";"7.3";"84,372 "
"Gattaca ";"Andrew Niccol";"United States";"1997";"Sci-Fi";"Tony Shalhoub";"6";"7.3";"84,372 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"Joaquin Phoenix";"8";"6.9";"10,999 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"John C. Reilly";"8";"6.9";"10,999 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"Jake Gyllenhaal";"8";"6.9";"10,999 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"Riz Ahmed";"8";"6.9";"10,999 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"Allison Tolman";"8";"6.9";"10,999 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"Rebecca Root";"8";"6.9";"10,999 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"Jóhannes Haukur Jóhannesson";"8";"6.9";"10,999 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"Ian Reddington";"8";"6.9";"10,999 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"Philip Rosch";"8";"6.9";"10,999 "
"The Sisters Brothers ";"Jacques Audiard";"France";"2018";"Western";"Rutger Hauer";"8";"6.9";"10,999 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Kurt Russell";"6";"6.6";"57,262 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Rosario Dawson";"6";"6.6";"57,262 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Vanessa Ferlito";"6";"6.6";"57,262 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Zoe Bell";"6";"6.6";"57,262 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Sydney Tamiia Poitier";"6";"6.6";"57,262 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Rose McGowan";"6";"6.6";"57,262 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Tracie Thoms";"6";"6.6";"57,262 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Mary Elizabeth Winstead";"6";"6.6";"57,262 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Jordan Ladd";"6";"6.6";"57,262 "
"Grindhouse (Death Proof) ";"Quentin Tarantino";"United States";"2007";"Horror";"Marcy Harriell";"6";"6.6";"57,262 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Raúl Arévalo";"6";"7.2";"67,039 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Javier Gutiérrez";"6";"7.2";"67,039 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Nerea Barros";"6";"7.2";"67,039 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Antonio de la Torre";"6";"7.2";"67,039 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Jesús Castro";"6";"7.2";"67,039 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Mercedes León";"6";"7.2";"67,039 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Manolo Solo";"6";"7.2";"67,039 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Jesús Carroza";"6";"7.2";"67,039 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Cecilia Villanueva";"6";"7.2";"67,039 "
"Marshland ";"Alberto Rodríguez";"Spain";"2014";"Film";"Salva Reina";"6";"7.2";"67,039 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"Callum Turner";"6";"5.6";"1,098 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"Kate Beckinsale";"6";"5.6";"1,098 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"Pierce Brosnan";"6";"5.6";"1,098 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"Cynthia Nixon";"6";"5.6";"1,098 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"Kiersey Clemons";"6";"5.6";"1,098 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"Jeff Bridges";"6";"5.6";"1,098 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"Doris McCarthy";"6";"5.6";"1,098 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"James Saito";"6";"5.6";"1,098 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"Ryan Speakman";"6";"5.6";"1,098 "
"The Only Living Boy in New York ";"Marc Webb";"United States";"2017";"Romance";"Ben Hollandsworth";"6";"5.6";"1,098 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Owen Vaccaro";"6";"5.1";"3,293 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Jack Black";"6";"5.1";"3,293 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Cate Blanchett";"6";"5.1";"3,293 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Kyle MacLachlan";"6";"5.1";"3,293 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Colleen Camp";"6";"5.1";"3,293 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Renee Goldsberry";"6";"5.1";"3,293 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Sunny Suljic";"6";"5.1";"3,293 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Ricky Muse";"6";"5.1";"3,293 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Braxton Bjerken";"6";"5.1";"3,293 "
"The House With a Clock in its Walls ";"Eli Roth";"United States";"2018";"Fantasy";"Perla Middleton";"6";"5.1";"3,293 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"Michael Douglas";"7";"7.2";"75,089 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"Sean Penn";"7";"7.2";"75,089 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"James Rebhorn";"7";"7.2";"75,089 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"Deborah Kara Unger";"7";"7.2";"75,089 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"Peter Donat";"7";"7.2";"75,089 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"Carroll Baker";"7";"7.2";"75,089 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"Armin Mueller-Stahl";"7";"7.2";"75,089 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"Anna Katarina";"7";"7.2";"75,089 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"Mark Boone Junior";"7";"7.2";"75,089 "
"The Game ";"David Fincher";"United States";"1997";"Mystery";"Tommy Flanagan";"7";"7.2";"75,089 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"Elijah Wood";"7";"5.7";"48,371 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"John Hurt";"7";"5.7";"48,371 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"Leonor Watling";"7";"5.7";"48,371 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"Julie Cox";"7";"5.7";"48,371 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"Burn Gorman";"7";"5.7";"48,371 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"Anna Massey";"7";"5.7";"48,371 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"Jim Carter";"7";"5.7";"48,371 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"Dominique Pinon";"7";"5.7";"48,371 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"Alex Cox";"7";"5.7";"48,371 "
"The Oxford Murders ";"Álex de la Iglesia";"Spain";"2008";"Mystery";"Alan David";"7";"5.7";"48,371 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"Brad Pitt";"8";"7.8";"150,529 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"Christoph Waltz";"8";"7.8";"150,529 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"Mélanie Laurent";"8";"7.8";"150,529 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"Diane Kruger";"8";"7.8";"150,529 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"Michael Fassbender";"8";"7.8";"150,529 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"Daniel Brühl";"8";"7.8";"150,529 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"Eli Roth";"8";"7.8";"150,529 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"Til Schweiger";"8";"7.8";"150,529 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"B.J. Novak";"8";"7.8";"150,529 "
"Inglourious Basterds ";"Quentin Tarantino";"United States";"2009";"War";"August Diehl";"8";"7.8";"150,529 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"Eminem";"7";"5.8";"31,876 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"Kim Basinger";"7";"5.8";"31,876 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"Brittany Murphy";"7";"5.8";"31,876 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"Mekhi Phifer";"7";"5.8";"31,876 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"Omar Benson Miller";"7";"5.8";"31,876 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"Evan Jones";"7";"5.8";"31,876 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"Eugene Byrd";"7";"5.8";"31,876 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"De'Angelo Wilson";"7";"5.8";"31,876 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"Anthony Mackie";"7";"5.8";"31,876 "
"8 Mile ";"Curtis Hanson";"United States";"2002";"Drama";"Taryn Manning";"7";"5.8";"31,876 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"Chris Hemsworth";"6";"7.2";"36,743 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"Daniel Brühl";"6";"7.2";"36,743 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"Alexandra Maria Lara";"6";"7.2";"36,743 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"Olivia Wilde";"6";"7.2";"36,743 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"Pierfrancesco Favino";"6";"7.2";"36,743 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"Natalie Dormer";"6";"7.2";"36,743 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"Christian McKay";"6";"7.2";"36,743 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"Stephen Mangan";"6";"7.2";"36,743 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"David Calder";"6";"7.2";"36,743 "
"Rush ";"Ron Howard";"United Kingdom";"2013";"Action";"Alistair Petrie";"6";"7.2";"36,743 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Jason Sudeikis";"6";"5.6";"18,349 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Jennifer Aniston";"6";"5.6";"18,349 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Will Poulter";"6";"5.6";"18,349 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Emma Roberts";"6";"5.6";"18,349 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Kathryn Hahn";"6";"5.6";"18,349 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Nick Offerman";"6";"5.6";"18,349 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Thomas Lennon";"6";"5.6";"18,349 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Ed Helms";"6";"5.6";"18,349 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Vickie Eng";"6";"5.6";"18,349 "
"We're the Millers ";"Rawson Marshall Thurber";"United States";"2013";"Comedy";"Tait Fletcher";"6";"5.6";"18,349 "
"Luis el sabio del éxito ";"NULL";"Spain";"2018";"Documentary";"No Actores";"9";"6.6";"548 "
"District 9 ";"Neill Blomkamp";"South Africa";"2009";"Sci-Fi";"Sharlto Copley";"7";"6.8";"79,543 "
"District 9 ";"Neill Blomkamp";"South Africa";"2009";"Sci-Fi";"Jason Cope";"7";"6.8";"79,543 "
"District 9 ";"Neill Blomkamp";"South Africa";"2009";"Sci-Fi";"David James";"7";"6.8";"79,543 "
"District 9 ";"Neill Blomkamp";"South Africa";"2009";"Sci-Fi";"Vanessa Haywood";"7";"6.8";"79,543 "
"District 9 ";"Neill Blomkamp";"South Africa";"2009";"Sci-Fi";"Mandla Gaduka";"7";"6.8";"79,543 "
"District 9 ";"Neill Blomkamp";"South Africa";"2009";"Sci-Fi";"Kenneth Nkosi";"7";"6.8";"79,543 "
"District 9 ";"Neill Blomkamp";"South Africa";"2009";"Sci-Fi";"Eugene Khumbanyiwa";"7";"6.8";"79,543 "
"District 9 ";"Neill Blomkamp";"South Africa";"2009";"Sci-Fi";"Louis Minnaar";"7";"6.8";"79,543 "
"District 9 ";"Neill Blomkamp";"South Africa";"2009";"Sci-Fi";"William Allen Young";"7";"6.8";"79,543 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Brad Pitt";"6";"5.0";"60,367 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Angelina Jolie";"6";"5.0";"60,367 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Vince Vaughn";"6";"5.0";"60,367 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Adam Brody";"6";"5.0";"60,367 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Michelle Monaghan";"6";"5.0";"60,367 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Kerry Washington";"6";"5.0";"60,367 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Keith David";"6";"5.0";"60,367 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Chris Weitz";"6";"5.0";"60,367 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Jennifer Morrison";"6";"5.0";"60,367 "
"Mr. and Mrs. Smith ";"Doug Liman";"United States";"2005";"Action";"Stephanie March";"6";"5.0";"60,367 "
"(500) Days of Summer ";"Marc Webb";"United States";"2009";"Romance";"Joseph Gordon-Levitt";"6";"6.8";"61,068 "
